post_id,account_a,account_b,account_pair,post_timestamp,gender_a,gender_b,stance_a,stance_b,gender_pair,stance_pair,same_stance,same_gender,opposite_stance,post_classification,post_hashtags_found,post_total_likes,post_publisher_is_verified,post_comments_count,n_comments_seen_a,n_comments_seen_b,n_comments_shared,n_comments_unique_a,n_comments_unique_b,V,T,variation_proportion,n_discordant_pairs,n_rank_pairs,rank_variation_proportion,avg_comment_length_a,avg_comment_length_b,post_age_days,log_post_age_z,log_comments_z,log_likes_z
DWOC-cVB6wn,male_neutral,female_neutral,male_neutral_female_neutral,2026-03-23T08:00:00.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,pro-life,debate;prolife;politics;righttolife;abortion,353,False,31,5,5,4,1,1,2,10,0.2,1.0,6.0,0.16666666666666666,34.0,67.4,125.11421146826389,-0.5169090726844285,-0.8086359654623563,-0.9036179455747863
CxoTziPOKtU,male_neutral,female_neutral,male_neutral_female_neutral,2023-09-25T21:26:28.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,pro-choice,ShoutYourAbortion;alertacristiana;noticiascristianas;aborto;dios;plan;carteles;eeuu,199,False,49,5,5,5,0,0,0,10,0.0,0.0,10.0,0.0,97.0,97.0,1034.5541651719675,1.1725297083836395,-0.5355755466836095,-1.2062144868836144
DZjZPKbAfFY,male_neutral,female_neutral,male_neutral_female_neutral,2026-06-14T04:36:07.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,pro-life,abortion;prolife;pregnancy,3100,False,4500,5,5,4,1,1,2,10,0.2,3.0,6.0,0.5,84.0,87.0,42.25579711641204,-1.3755135685888842,2.2177654733009016,0.2464930794864306
CRaUr3SjFJo,male_neutral,female_neutral,male_neutral_female_neutral,2021-07-17T02:20:11.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,pro-life,strongmama;marraige;manandwife;family;familyiseverything;christian;mom;momlife;momsofig;brestfeeding;pregnancy;mommyblogger;momlife;mynameismama;hardisnotthesamethingasbad;conservativebabes;conservativebabe;col1972;prolife;prolifegeneration;prolifeisprowoman;prolifeisprolove;prolifemovement;prolifeyouth;sahm;sahmlife;babygirl,1100,False,34,5,5,5,0,0,0,10,0.0,0.0,10.0,0.0,30.4,30.4,1835.3501952645604,1.6321743677387395,-0.7538068354351619,-0.30228396537703917
DYVdZceP7fU,male_neutral,female_neutral,male_neutral_female_neutral,2026-05-14T22:10:57.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,pro-life,fyp;abortion;prolife;christianity;morality,434,False,170,5,5,3,2,2,4,10,0.4,2.0,3.0,0.6666666666666666,184.2,106.6,72.52327396826388,-0.9498682929772035,0.21677907402183394,-0.7944200753433206
DYxscxIm3Aq,male_neutral,female_neutral,male_neutral_female_neutral,2026-05-25T21:19:21.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,pro-life,abortion;atheism;prolife;catholicteaching,286,False,43,5,5,3,2,2,4,10,0.4,1.0,3.0,0.3333333333333333,69.0,67.0,61.559107301597216,-1.0794466598299448,-0.6137902962311701,-1.0148114237314396
C5BWmPtLxa3,male_neutral,female_neutral,male_neutral_female_neutral,2024-03-27T14:31:38.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,abortion,,14500,True,262,5,5,5,0,0,0,10,0.0,0.0,10.0,0.0,31.0,31.0,850.8422438756713,1.0158301395185905,0.4801743388094397,1.063953251653357
C_0S7tCukax,male_neutral,female_neutral,male_neutral_female_neutral,2024-09-12T12:29:15.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,ambiguous,jesus;christ;christian;prolife;prochoice;womensrights;abortion;protestant;catholic;orthodox;lds;love;god;evangelical;church;bible;defenderofthefaith;catholicdad;catholicmoms;catholicmom;pray;gospel;proabortion;election;catholicforchoice;catholicfamily;lettersfromstpaul;meme;memes;christianmemes,5900,False,465,5,5,4,1,1,2,10,0.2,0.0,6.0,0.0,45.6,28.2,681.9272323015972,0.838491133140022,0.8301714323006621,0.5874681020204378
DWD34eSmgjm,male_neutral,female_neutral,male_neutral_female_neutral,2026-03-19T09:11:34.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,pro-choice,Abortion;ReproductiveRights,429,True,13,5,5,2,3,3,6,10,0.6,1.0,1.0,1.0,9.8,15.4,129.06451239418982,-0.49216119722695445,-1.314438611471408,-0.8005468532536149
DYvjH_-s7RB,male_neutral,female_neutral,male_neutral_female_neutral,2026-05-25T01:19:56.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,abortion,abortion;deathpenalty,19400,False,342,5,5,4,1,1,2,10,0.2,1.0,6.0,0.16666666666666666,30.0,29.8,62.39203554233796,-1.068833903830369,0.6426670630385967,1.2182284291861525
DF_r84UNnGa,male_neutral,female_neutral,male_neutral_female_neutral,2025-02-13T01:47:53.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,pro-life,alive;prolifemovement;mnleg;prolifewomen;prolifeisprowoman;bornaliveact;BornAlive;prolifeforlife;whoaretheyleavingout;WhoAreTheyLeavingOut;prolifeminnesota;prolife;abortion;minnesota;bornalive;abortiontillbirth;prolifeprowoman;prolifemn;bornaliveabortionsurvivorsprotectionact,637,False,53,5,5,5,0,0,0,10,0.0,0.0,10.0,0.0,20.8,20.8,528.3726258201157,0.6341254151373957,-0.4884869931526848,-0.5914493532329209
DRs_CpwEYy_,male_neutral,female_neutral,male_neutral_female_neutral,2025-12-01T01:46:41.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,abortion,abortion;progressivechristianity,48800,False,1800,5,5,3,2,2,4,10,0.4,2.0,3.0,0.6666666666666666,58.0,129.0,237.37345915344906,-0.006065923240290861,1.6573375677259305,1.707077771304129
DW3EYzTFmB_,male_neutral,female_neutral,male_neutral_female_neutral,2026-04-08T06:21:56.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,abortion,fyp;abortion;reproduction;choice;liberty,30,False,10,5,5,5,0,0,0,10,0.0,0.0,10.0,0.0,107.4,107.4,109.18231332011575,-0.6252733022059139,-1.461993429524915,-2.194235620514969
DYVCurQRZeO,male_neutral,female_neutral,male_neutral_female_neutral,2026-05-14T18:20:00.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,ambiguous,prolife;abortion;prochoice;truth,1100,False,689,5,5,4,1,1,2,10,0.2,3.0,6.0,0.5,77.4,81.8,72.68365591270833,-0.9481198810334309,1.0703259026536294,-0.30228396537703917
DYl3isNDZcF,male_neutral,female_neutral,male_neutral_female_neutral,2026-05-21T07:05:23.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,pro-choice,reproductivejustice;womenempowerment;abortion;feminism,278600,False,6700,5,5,1,4,4,8,10,0.8,,,,103.2,238.8,66.15213970900463,-1.0225980485590778,2.4612552630219118,2.630284582279736
DZPU5H2tdMG,male_neutral,female_neutral,male_neutral_female_neutral,2026-06-06T09:32:15.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,ambiguous,Prolife;prolife;abortion;prochoice,538,False,23,5,5,4,1,1,2,10,0.2,1.0,6.0,0.16666666666666666,36.6,37.4,50.05014896826388,-1.2425755729424928,-0.9846540191237141,-0.6808127111225227
CdN3pPbO0Jn,male_neutral,female_neutral,male_neutral_female_neutral,2022-05-06T12:32:15.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,ambiguous,shoutyourabortion;prolife;prochoice;abortion;prolifegeneration;prolifemovement;christian;christianconservative;conservative;walkaway;blexit;bernie;feelthebern;intersectionalfeminism;aoc;notmeus;greennewdeal,633,True,61,5,5,5,0,0,0,10,0.0,0.0,10.0,0.0,121.0,121.0,1541.9251489682638,1.4924780288902237,-0.40395981533861697,-0.5947824484128842
CmrOzeCsUwb,male_neutral,female_neutral,male_neutral_female_neutral,2022-12-27T14:55:11.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,abortion,,2200,True,348,5,5,5,0,0,0,10,0.0,0.0,10.0,0.0,69.2,69.2,1306.8258897090045,1.3598315189384433,0.6532774311353128,0.06481585551851905
CIt4-8Ij-UL,male_neutral,female_neutral,male_neutral_female_neutral,2020-12-13T00:00:23.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,ambiguous,abortion;fosterhome;prolife;prochoice;joke,1400,True,75,5,5,5,0,0,0,10,0.0,0.0,10.0,0.0,251.8,251.8,2051.4472785978937,1.7214427316982381,-0.2793879519491956,-0.17458078379469513
DSZLM_MiDRa,male_neutral,female_neutral,male_neutral_female_neutral,2025-12-18T05:38:42.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,pro-choice,MyBody;mybodymychoice;Abortion;AbortionRights;ProChoice;mybodymydecision,3700,True,22,5,5,4,1,1,2,10,0.2,4.0,6.0,0.6666666666666666,6.8,6.4,220.21233646826389,-0.06601706252457887,-1.0106940863087486,0.340231631790968
DWHPN8ikSBh,male_neutral,female_neutral,male_neutral_female_neutral,2026-03-20T16:33:21.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,pro-life,HouseofLords;abortion;abortions;Christian;prolife,64,False,14,5,5,4,1,1,2,10,0.2,1.0,6.0,0.16666666666666666,681.4,676.2,127.75771841270834,-0.5002638198728044,-1.2722253763812132,-1.8018529155341305
DYdlXiEAWnQ,male_neutral,female_neutral,male_neutral_female_neutral,2026-05-18T01:54:10.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,pro-life,korean;christian;conservative;abortion;prolife,11600,True,988,5,5,3,2,2,4,10,0.4,3.0,3.0,1.0,50.0,60.6,69.36826239418981,-0.9850609204802361,1.2905932972011187,0.9457051454474826
DT86BqAkanZ,male_neutral,female_neutral,male_neutral_female_neutral,2026-01-25T23:12:39.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,pro-life,prolife;prolifemarch;abortion,169,False,25,5,5,3,2,2,4,10,0.4,3.0,3.0,1.0,27.8,23.2,181.48042674604167,-0.220461497256978,-0.9356799503038977,-1.292343081607025
DMjRuR0yF_r,male_neutral,female_neutral,male_neutral_female_neutral,2025-07-26T00:39:43.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,pro-life,fyp;abortion;catholic;catholicism;catholicchurch;woke;lgbtq;christian;catholiceducation;Jesus;God;JesusChrist,2100,False,75,5,5,5,0,0,0,10,0.0,0.0,10.0,0.0,79.6,79.6,365.4199637830787,0.33891554245205,-0.2793879519491956,0.04017355571144777
DYYiLn2xC8-,male_neutral,female_neutral,male_neutral_female_neutral,2026-05-16T13:22:11.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,pro-life,prolife;christian;abortion;Jesus;christianity,491,True,247,5,5,0,5,5,10,10,1.0,,,,96.8,46.6,70.89047304233796,-0.9678886088515424,0.44424331795512817,-0.7291646297708763
DUVs22-lbF4,male_neutral,female_neutral,male_neutral_female_neutral,2026-02-04T14:18:36.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,abortion,tfmr;endingawantedpregnancy;abortion;tfmrawareness;prochoiceisprolife,396,False,39,5,5,3,2,2,4,10,0.4,0.0,3.0,0.0,184.0,215.0,171.85129480159722,-0.2639601567967785,-0.6721057560729828,-0.8428636220146403
DSljAB0CZMj,male_neutral,female_neutral,male_neutral_female_neutral,2025-12-23T00:59:03.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,pro-life,dean;abortion;conservative;liberal;abortionismurder,510,False,91,5,5,3,2,2,4,10,0.4,1.0,3.0,0.3333333333333333,104.2,101.0,215.40653785715276,-0.08364101672773971,-0.16249095301500346,-0.7090839676862204
DWBgOcTCNwl,male_neutral,female_neutral,male_neutral_female_neutral,2026-03-18T11:08:23.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,abortion,labour;government;prison,2900,False,329,5,5,3,2,2,4,10,0.4,0.0,3.0,0.0,102.0,107.6,129.98338970900463,-0.48651240644731825,0.6190265594374629,0.21116107893169422
CfMU7iCugc3,male_neutral,female_neutral,male_neutral_female_neutral,2022-06-24T15:12:28.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,pro-life,prolife;prolifegeneration;overturnroevwade,366,True,49,5,5,5,0,0,0,10,0.0,0.0,10.0,0.0,11.0,11.0,1492.8138873941898,1.4665226209759257,-0.5355755466836095,-0.8845049587176953
DCuK_k6Jn5z,male_neutral,female_neutral,male_neutral_female_neutral,2024-11-23T16:58:37.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,pro-choice,shoutyourabortion,413,False,46,5,5,5,0,0,0,10,0.0,0.0,10.0,0.0,25.8,25.8,609.740172116412,0.7488505953276817,-0.5734339646209803,-0.8206425456247675
C6EznITxBv4,male_neutral,female_neutral,male_neutral_female_neutral,2024-04-22T19:14:17.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,ambiguous,rights;abortion;prolife;prochoice,1200,False,92,5,5,5,0,0,0,10,0.0,0.0,10.0,0.0,261.0,261.0,824.6459591534491,0.9907672056271104,-0.1558763023531022,-0.2562114959466784
DZp_9Jikcbb,male_neutral,female_neutral,male_neutral_female_neutral,2026-06-16T18:07:24.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,pro-life,Christianity;Abortion;Faith,117,True,230,5,5,3,2,2,4,10,0.4,0.0,3.0,0.0,26.6,32.2,39.69240591270834,-1.4245314902896051,0.40079527068591053,-1.4858389389154423
C-iEAl6Ckt1,male_neutral,female_neutral,male_neutral_female_neutral,2024-08-11T14:01:08.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,pro-life,secularprolife;abortion,287,False,80,5,5,5,0,0,0,10,0.0,0.0,10.0,0.0,88.4,88.4,713.8634244312268,0.8751629949152323,-0.24040348016717003,-1.0129680813975028
DYjSCJMPKMD,male_neutral,female_neutral,male_neutral_female_neutral,2026-05-20T07:00:07.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,pro-life,jubilee;jubileesurrounded;abortion;prolife,1800,True,142,5,5,2,3,3,6,10,0.6,1.0,1.0,1.0,103.6,134.2,67.15579711641203,-1.0106942228095603,0.10736885222103332,-0.04147815951897606
DTCNQewk29R,male_neutral,female_neutral,male_neutral_female_neutral,2026-01-03T04:05:00.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,abortion,reels;pregnancy;miscarriage;abortionsupport;abortion;miscarraigeawareness;progesteroneinjections,1100,False,19,5,5,5,0,0,0,10,0.0,2.0,10.0,0.2,61.6,61.6,204.27740591270833,-0.1260044808124176,-1.0962073227198554,-0.30228396537703917
DXuNMpglWQU,male_neutral,female_neutral,male_neutral_female_neutral,2026-04-29T16:17:09.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,pro-life,iamprolife;focusonthefamily;prolife;marchforlife;m4l,20100,False,744,5,5,3,2,2,4,10,0.4,3.0,3.0,1.0,46.6,70.0,87.76896841270833,-0.798669529725418,1.1172502234021873,1.237012850682219
CI6t6RBFqzg,male_neutral,female_neutral,male_neutral_female_neutral,2020-12-17T23:33:45.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,ambiguous,prochoice;prolifegeneration;prolife;life;truth;rgvfightforlife,66,False,17,5,5,5,0,0,0,10,0.0,0.0,10.0,0.0,57.8,57.8,2046.465773968264,1.719492875969384,-1.1606720727850721,-1.7857922807963766
DTRCX-iCT-1,male_neutral,female_neutral,male_neutral_female_neutral,2026-01-08T22:19:37.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,ambiguous,abortion;prolife;prochoice;abortionishealthcare;abortionismurder,1600,False,55,5,5,0,5,5,10,10,1.0,,,,36.4,274.6,198.51725544974536,-0.1488417799652224,-0.4662354781776624,-0.10386172154905561
DVZGT2TFiJK,male_neutral,female_neutral,male_neutral_female_neutral,2026-03-02T18:30:00.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,pro-life,christian;cancelled;conservative;abortion;truth,1600,False,127,5,5,3,2,2,4,10,0.4,0.0,3.0,0.0,10.8,23.0,145.6767114682639,-0.3957134478186311,0.03956716783138862,-0.10386172154905561
DZQabQtKzAm,male_neutral,female_neutral,male_neutral_female_neutral,2026-06-06T19:41:49.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,abortion,fyp;abortion,618,False,50,5,5,5,0,0,0,10,0.0,3.0,10.0,0.3,85.2,85.2,49.626838783078696,-1.2492567799710688,-0.523459324479186,-0.6074716512536326
DVtmqpOEWMp,male_neutral,female_neutral,male_neutral_female_neutral,2026-03-10T17:41:38.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,pro-life,abortionismurder;abortion;10commandments;christian;explorepage,942,False,93,5,5,5,0,0,0,10,0.0,0.0,10.0,0.0,199.4,199.4,137.71029943122687,-0.4405216765774774,-0.14933239797410774,-0.3843789916336979
DN9TLFmEWYZ,male_neutral,female_neutral,male_neutral_female_neutral,2025-08-29T23:55:09.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,ambiguous,abortion;humanrights;prolife;prochoice;share;liberals;rightwing;conservative;republican;feminism;antiabortion;abolitionist,32900,True,2200,5,5,5,0,0,0,10,0.0,0.0,10.0,0.0,109.2,109.2,330.4509128571528,0.25843534738613716,1.7800560058785377,1.4981420801935947
CfSIJpQOdnd,male_neutral,female_neutral,male_neutral_female_neutral,2022-06-26T21:16:14.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,abortion,,20400,True,1500,5,5,5,0,0,0,10,0.0,0.0,10.0,0.0,103.6,103.6,1490.561271653449,1.4653117310790083,1.5458522058573627,1.2448638715550524
C4-v6vSsdtu,male_neutral,female_neutral,male_neutral_female_neutral,2024-03-26T14:15:12.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,abortion,,4700,True,87,5,5,5,0,0,0,10,0.0,0.0,10.0,0.0,160.0,160.0,851.8536559127083,1.016782272536579,-0.18968872958429725,0.466983422670069
DWCWH4qFTCa,male_neutral,female_neutral,male_neutral_female_neutral,2026-03-18T18:57:10.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,pro-choice,abortion;prochoice;ohio;pregnancyloss,19600,True,2200,5,5,1,4,4,8,10,0.8,,,,85.4,76.4,129.65784572752315,-0.48850913982243965,1.7800560058785377,1.223663689244817
CnA5CJdrH-Q,male_neutral,female_neutral,male_neutral_female_neutral,2023-01-05T00:48:12.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,abortion,,42300,True,3000,5,5,5,0,0,0,10,0.0,0.0,10.0,0.0,39.4,39.4,1298.414072579375,1.354653940357798,1.969749924683914,1.6313251922823293
DZQChl5OCrM,male_neutral,female_neutral,male_neutral_female_neutral,2026-06-06T16:10:23.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,ambiguous,prolife;prochoice;altchristian;god;jesus,12400,False,236,5,5,3,2,2,4,10,0.4,1.0,3.0,0.3333333333333333,164.8,162.8,49.7736674867824,-1.2469330400543528,0.416484572035972,0.9810459848131489
DYDGOA0HKrI,male_neutral,female_neutral,male_neutral_female_neutral,2026-05-07T19:00:00.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,pro-life,FearfullyAndWonderfullyMade;CreatedByGod;ProLife;BiblicalPower;GodTheCreator,8800,False,81,5,5,2,3,3,6,10,0.6,0.0,1.0,0.0,78.2,120.2,79.65587813493055,-0.8755751126165646,-0.2328960334992245,0.799316334219869
DXUI-y5D_lI,male_neutral,female_neutral,male_neutral_female_neutral,2026-04-19T13:21:02.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,pro-life,faith;jesus;abortion;debate;religion,6600,True,463,5,5,0,5,5,10,10,1.0,,,,97.4,155.6,97.89127165344908,-0.7120241976144868,0.8275398186651074,0.6468763034514934
DD4aaSXqlYI,male_neutral,female_neutral,male_neutral_female_neutral,2024-12-22T12:57:09.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,ambiguous,secularprolife;abortion;prolife;prochoice,167,False,20,5,5,5,0,0,0,10,0.0,0.0,10.0,0.0,122.8,122.8,580.9078573015972,0.7100473350749918,-1.0663550984858932,-1.2986148753580666
DTVS_0gEkR7,male_neutral,female_neutral,male_neutral_female_neutral,2026-01-10T14:04:54.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,pro-life,popeleoxiv;pope;catholic;christian;abortion,4300,False,80,5,5,3,2,2,4,10,0.4,3.0,3.0,1.0,23.4,35.2,196.8608086904861,-0.15553126183074667,-0.24040348016717003,0.4198552653218651
DEKcFW2Jlae,male_neutral,female_neutral,male_neutral_female_neutral,2024-12-29T12:58:05.000Z,male,female,neutral,neutral,female_male,neutral_neutral,True,False,False,ambiguous,secularprolife;prolife;prochoice;abortion,480,False,45,5,5,5,0,0,0,10,0.0,0.0,10.0,0.0,252.4,252.4,573.907209153449,0.7003356187230961,-0.586592519661876,-0.7411478006418343
